index,Title,Series,Num,Author,Status,Returned,Source,Url
14,Marines,Crimson Worlds,01,Allan Jay,Read,2018-09-15,Amazon Unlimited,https://smile.amazon.com/Marines-Crimson-Worlds-Jay-Allan-ebook/dp/B00902U0C2/ref=sr_1_1_sspa?dchild=1&keywords=Crimson+Worlds&qid=1628349305&s=digital-text&sr=1-1-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUFKUUtYTjE5OElVOFImZW5jcnlwdGVkSWQ9QTAxNDcyNjIzR0hCWlg0OUlKR01SJmVuY3J5cHRlZEFkSWQ9QTA2MDI4ODEzR05HVUNVVlU3NjY5JndpZGdldE5hbWU9c3BfYXRmJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==
15,The Cost of Victory,Crimson Worlds,02,Allan Jay,Read,2018-10-04,Amazon Unlimited,""
16,A Little Rebellion,Crimson Worlds,03,Allan Jay,Read,2018-10-04,Amazon Unlimited,""
17,The First Imperium,Crimson Worlds,04,Allan Jay,Read,2018-10-04,Amazon Unlimited,""
18,The Line Must Hold,Crimson Worlds,05,Allan Jay,Read,2018-10-04,Amazon Unlimited,""
19,To Hell's Heart,Crimson Worlds,06,Allan Jay,Read,2018-10-04,Amazon Unlimited,""
20,The Shadow Legions,Crimson Worlds,07,Allan Jay,Read,2018-10-04,Amazon Unlimited,""
21,Even Legends Die,Crimson Worlds,08,Allan Jay,Read,2018-10-04,Amazon Unlimited,""
22,The Fall,Crimson Worlds,09,Allan Jay,Checked 2021-12-21,2019-06-16,Amazon Unlimited,""
23,Running From Fate,Escape to Earth,01,Andrew Saxon,Read,2015-05-27,Amazon Unlimited,""
24,Fighting for Space,Escape to Earth,02,Andrew Saxon,Read,2015-06-01,Amazon Unlimited,""
25,Defending Holy Ground,Escape to Earth,03,Andrew Saxon,Read,2015-06-01,Amazon Unlimited,""
26,The Legacy of a Conqueror,Escape to Earth,04,Andrew Saxon,Won't Finish,,Amazon Unlimited,""
27,Foundation,Foundation,01,Asimov Isaac,Read,2021-09-10,Aamzon Purchased,https://smile.amazon.com/Foundation-Isaac-Asimov-ebook/dp/B000FC1PWA/ref=sr_1_1?dchild=1&keywords=foundation+asimov&qid=1631326831&s=digital-text&sr=1-1
28,Black Sheep,Flight of the Javelin,01,Aukes Rachel,Read,2020-08-09,Amazon Unlimited,https://smile.amazon.com/gp/product/B0873CRRFB?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
29,Free Station,Flight of the Javelin,02,Aukes Rachel,Read,2020-08-09,Amazon Unlimited,""
30,Rogue Planet,Flight of the Javelin,03,Aukes Rachel,Checked 2021-12-21,2020-08-14,Amazon Unlimited,""
31,Memory Man,Amos Decker Series,01,Baldacci David,Read,2024-02-25,Library,https://www.amazon.com/gp/product/B00N7TDP8K/ref=kinw_myk_ro_title
32,Last Mile,Amos Decker Series,02,Baldacci David,Read,2024-03-29,Library,https://www.amazon.com/gp/product/B00N7TDP8K/ref=kinw_myk_ro_title
33,The Fix,Amos Decker Series,03,Baldacci David,Read,2024-03-30,Library,""
34,The Fallen,Amos Decker Series,04,Baldacci David,Read,2024-03-22,Library,""
35,Redemption,Amos Decker Series,05,Baldacci David,Read,2024-04-01,Library,""
36,Walk the Wire,Amos Decker Series,06,Baldacci David,To Be Read,2024-03-22,None,""
37,Long Shadows,Amos Decker Series,07,Baldacci David,Read,2024-07-09,Library,""
38,The 6:20 Man,The 6:20 Man,01,Baldacci David,Read,2024-07-15,Library,https://www.amazon.com/gp/product/B09L828N58/ref=kinw_myk_ro_title
39,Prequel,Code Breakers,00,Barnes Colin F.,Read,2016-06-17,Amazon Unlimited,https://smile.amazon.com/Code-Breakers-Complete-Books-1-4-ebook/dp/B017Y9MBI8/ref=sr_1_2?crid=264ICFE1NSBZ8&dchild=1&keywords=colin+barnes&qid=1628349524&s=digital-text&sprefix=colin+barnes%2Cdigital-text%2C144&sr=1-2
40,Alpha,Code Breakers,01,Barnes Colin F.,Read,2016-06-04,Amazon Unlimited,""
41,Beta,Code Breakers,02,Barnes Colin F.,Read,2016-06-04,Amazon Unlimited,""
42,Gamma,Code Breakers,03,Barnes Colin F.,Read,2016-06-04,Amazon Unlimited,""
43,Delta,Code Breakers,04,Barnes Colin F.,Final,2016-06-04,Amazon Unlimited,""
44,Dead Silence,"",00,Barnes S A,Read,2023-04-11,Amazon Unlimited,https://www.amazon.com/gp/product/B0951SCZRK/ref=ku_mi_rw_edp_ku
45,Trapped,Fleet Ops,01,Bartlett Scott,To Be Read,,Amazon Unlimited,https://smile.amazon.com/gp/product/B0993XPCYP?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
46,Counterstrick,Fleet Ops,02,Bartlett Scott,To Be Read,,Amazon Unlimited,""
47,Relentless,Fleet Ops,03,Bartlett Scott,To Be Read,,Amazon Unlimited,""
48,The Forever Ship,Starship Omega,01,"Bartlett Scott, James Joshua",Read,2024-05-23,Amazon Unlimited,https://www.amazon.com/gp/product/B0D29LZGST/ref=ku_mi_rw_edp_ku
49,Rewinder,Rewinder,01,Battles Brett,Read,2016-02-07,Amazon Unlimited,https://smile.amazon.com/gp/product/B00RYTGOK0?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
50,Destroyer,Rewinder,02,Battles Brett,Read,2019-06-18,Amazon Unlimited,""
51,Survivor,Rewinder,03,Battles Brett,Final,2019-06-18,Amazon Unlimited,""
52,Bitcoin Hurricane,The SimCavalier,01,Baucherel Kate,Read,2023-04-12,Amazon Unlimited,https://www.amazon.com/gp/product/B08MBB8BZC?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
53,Hacked Future,The SimCavalier,02,Baucherel Kate,Read,2023-04-15,Amazon Unlimited,""
54,Tangled Fortunes,The SimCavalier,03,Baucherel Kate,Read,2023-04-18,Amazon Unlimited,""
55,Critical Nexus,The SimCavalier,04,Baucherel Kate,Read,2023-04-20,Amazon Unlimited,""
56,Ancestral Night,White Space,01,Bear Elizabeth,Read,2022-03-26,Library,https://smile.amazon.com/gp/product/B07GNRVY7J?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
57,Machine,White Space,02,Bear Elizabeth,Final,2022-07-23,Library,""
58,The Intrepid: Dawn Of The Interstellar Age,"","",Benn Arnie,Read,2024-04-13,Amazon Unlimited,https://www.amazon.com/gp/product/B0CDPZZJNP/ref=ku_mi_rw_edp_ku
59,"Intergalactic Exterminators, Inc","",00,Bishop Ash,Won't Finish,2023-01-05,Library,""
60,Empty Space,"","",Black Alan,Final,2015-04-21,Amazon Unlimited,https://smile.amazon.com/Empty-Space-Alan-Black-ebook/dp/B00TOMJTAM/ref=sr_1_3?crid=8UR18PBK1SRC&dchild=1&keywords=alan+black+kindle+books&qid=1628349807&s=digital-text&sprefix=alan+black%2Cdigital-text%2C149&sr=1-3
61,ULTRA,The Last Hero,01,Blake Matt,Read,2017-07-31,Amazon Unlimited,""
62,Rise of the ULTRAs,The Last Hero,02,Blake Matt,Read,2017-07-31,Amazon Unlimited,""
63,Battle of the ULTRAs,The Last Hero,03,Blake Matt,Read,2017-07-31,Amazon Unlimited,""
64,Revenge of the ULTRAs,The Last Hero,04,Blake Matt,Read,2017-07-31,Amazon Unlimited,""
65,Era of the ULTRAs,The Last Hero,05,Blake Matt,Read,2017-07-31,Amazon Unlimited,""
66,Fall of the ULTRAs,The Last Hero,06,Blake Matt,Won't Finish,2017-07-31,Amazon Unlimited,""
67,Starship Sakira,Delphi in Space,01,Blanton Bob,Won't Finish,2021-02-07,Amazon Unlimited,""
68,The Last War,The Last War Series,01,Bostrom Peter,Read,2019-12-08,Amazon Unlimited,https://smile.amazon.com/gp/product/B06XZM3L3C?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
69,The Last Hero,The Last War Series,02,Bostrom Peter,Read,2019-12-28,Amazon Unlimited,""
70,The Last Dawn,The Last War Series,03,Bostrom Peter,Read,2019-12-28,Amazon Unlimited,""
71,The Last Champion,The Last War Series,04,Bostrom Peter,Read,2019-12-28,Amazon Unlimited,""
72,The Last Strike,The Last War Series,05,Bostrom Peter,Read,2019-12-28,Amazon Unlimited,""
73,The Last Tyrant,The Last War Series,06,Bostrom Peter,Read,2019-12-28,Amazon Unlimited,""
74,The Last Revenge,The Last War Series,07,Bostrom Peter,Checked 2022-03-18,2020-04-23,Amazon Unlimited,""
75,Freezing Order A True Story of Money Laundering Murder and Surviving Vladimir Putins Wrath,"",00,Browder Bill,Read,2022-07-12,Library,""
76,Aurora: CV-01,The Frontiers Saga,01,Brown Ryk,Read,2016-02-10,Amazon Unlimited,https://www.amazon.com/gp/product/B006OBOIPC?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
77,The Rings of Haven,The Frontiers Saga,02,Brown Ryk,Read,2015-07-03,Amazon Unlimited,""
78,The Legend of Corinair,The Frontiers Saga,03,Brown Ryk,Read,2015-07-10,Amazon Unlimited,""
79,Freedom's Dawn,The Frontiers Saga,04,Brown Ryk,Read,2015-07-11,Amazon Unlimited,""
80,Rise of the Corinari,The Frontiers Saga,05,Brown Ryk,Read,2015-07-11,Amazon Unlimited,""
81,Head of the Dragon,The Frontiers Saga,06,Brown Ryk,Read,2015-07-15,Amazon Unlimited,""
82,The Expanse,The Frontiers Saga,07,Brown Ryk,Read,2015-07-17,Amazon Unlimited,""
83,Celestia: CV-02,The Frontiers Saga,08,Brown Ryk,Read,2015-07-17,Amazon Unlimited,""
84,Resistance,The Frontiers Saga,09,Brown Ryk,Read,2015-07-17,Amazon Unlimited,""
85,Liberation,The Frontiers Saga,10,Brown Ryk,Read,2015-07-23,Amazon Unlimited,""
86,Born of the Ashes,The Frontiers Saga,11,Brown Ryk,Read,2015-07-26,Amazon Unlimited,""
87,Rise of the Alliance,The Frontiers Saga,12,Brown Ryk,Read,2016-02-10,Amazon Unlimited,""
88,A Show of Force,The Frontiers Saga,13,Brown Ryk,Read,2016-02-10,Amazon Unlimited,""
89,The Weak and the Innocent,The Frontiers Saga,14,Brown Ryk,Read,2016-02-10,Amazon Unlimited,""
90,That Which Other Men Cannot Do,The Frontiers Saga,15,Brown Ryk,Final,2016-02-10,Amazon Unlimited,""
91,Escalation,The Frontiers Saga - Part 2: Rogue Castes,01,Brown Ryk,Read,2017-07-01,Amazon Unlimited,https://smile.amazon.com/gp/product/B01FUY9CLI?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
92,Rescue,The Frontiers Saga - Part 2: Rogue Castes,02,Brown Ryk,Read,2017-07-17,Amazon Unlimited,""
93,Resurrection,The Frontiers Saga - Part 2: Rogue Castes,03,Brown Ryk,Read,2017-07-17,Amazon Unlimited,""
94,Rebellion,The Frontiers Saga - Part 2: Rogue Castes,04,Brown Ryk,Read,2017-07-17,Amazon Unlimited,""
95,EBalance,The Frontiers Saga - Part 2: Rogue Castes,05,Brown Ryk,Read,2017-07-17,Amazon Unlimited,""
96,For the Triumph of Evil,The Frontiers Saga - Part 2: Rogue Castes,06,Brown Ryk,Read,2018-06-29,Amazon Unlimited,""
97,Who Takes No Risk,The Frontiers Saga - Part 2: Rogue Castes,07,Brown Ryk,Read,2018-06-29,Amazon Unlimited,""
98,Sanctuary,The Frontiers Saga - Part 2: Rogue Castes,08,Brown Ryk,Read,2018-06-29,Amazon Unlimited,""
99,I am Justice,The Frontiers Saga - Part 2: Rogue Castes,09,Brown Ryk,Read,2018-08-25,Amazon Unlimited,""
100,Retaliation,The Frontiers Saga - Part 2: Rogue Castes,10,Brown Ryk,Read,2019-03-31,Amazon Unlimited,""
101,A Rock and a Hard Place,The Frontiers Saga - Part 2: Rogue Castes,11,Brown Ryk,Read,2019-03-31,Amazon Unlimited,""
102,A Price Too High,The Frontiers Saga - Part 2: Rogue Castes,12,Brown Ryk,Read,2019-06-06,Amazon Unlimited,""
103,Return of the Corinari,The Frontiers Saga - Part 2: Rogue Castes,13,Brown Ryk,Read,2021-04-05,Amazon Unlimited,""
104,A Line in the Sand,The Frontiers Saga - Part 2: Rogue Castes,14,Brown Ryk,Read,2021-04-05,Amazon Unlimited,""
105,Into the Serpent's Lair,The Frontiers Saga - Part 2: Rogue Castes,15,Brown Ryk,Final,2021-04-05,Amazon Unlimited,""
106,Aurora: EV-01,The Frontiers Saga - Part 3: Fringe Worlds,01,Brown Ryk,Read,2021-12-22,Amazon Unlimited,https://smile.amazon.com/gp/product/B09MJXZ8K7/ref=dbs_a_def_rwt_hsch_vapi_tkin_p1_i0
107,No Risk Too Great,The Frontiers Saga - Part 3: Fringe Worlds,02,Brown Ryk,Checked 2022-04-28,,"",""
108,The Eighth Continent,The Eighth Continent,01,Bruno Rhett C & Savage Felix R,Read,2024-04-23,Amazon Unlimited,https://www.amazon.com/gp/product/B0BXQP1WVT/ref=ku_mi_rw_edp_ku
109,Moon 2.0,The Eighth Continent,02,Bruno Rhett C & Savage Felix R,Read,2024-04-26,Amazon Unlimited,""
110,Lunar Supremacy,The Eighth Continent,03,Bruno Rhett C & Savage Felix R,Read,2024-04-29,Amazon Unlimited,""
111,The Fossil: Science Fiction Thriller,Secrets Of Mars,01,Calvert Joshua T,Read,2021-11-29,"",""
112,The Fossil 2,Secrets Of Mars,02,Calvert Joshua T,Read,2021-11-30,"",""
113,The Fossil 3,Secrets Of Mars,03,Calvert Joshua T,Checked 2022-04-28,2021-12-01,"",""
114,Teleport,Teleport,01,Calvert Joshua T,Read,2023-05-17,Amazon Unlimited,https://www.amazon.com/gp/product/B0BM4PLM4G/ref=ku_mi_rw_edp_ku
115,Into the Darkness,Teleport,02,Calvert Joshua T,Read,2023-05-18,Amazon Unlimited,""
116,Into the Light,Teleport,03,Calvert Joshua T,Read,2023-05-19,Amazon Unlimited,""
117,Open Carry,An Arliss Cutter Series,01,Cameron Marc,Read,2023-05-07,Library,https://www.amazon.com/Open-Carry-Action-Marshal-Suspense-ebook/dp/B0851T7S6D/ref=sr_1_13?keywords=cameron+marc&qid=1683510100&s=digital-text&sr=1-13
118,Day Zero: A Novel,"","",Cargill Robert C,Read,2021-09-10,Amazon,https://smile.amazon.com/Day-Zero-C-Robert-Cargill-ebook/dp/B08G1MDDZV/ref=sr_1_1?dchild=1&keywords=day+zero&qid=1631326703&sr=8-1
119,Thirteen,Eddie Flynn Series,03,Cavanagh Steve,Read,2022-08-16,Amazon Unlimited,https://www.amazon.com/gp/product/B07MYX1572/ref=ku_mi_rw_edp_ku
120,Cold Eyes,First Contact,01,Cawdron Peter,Read,2023-08-01,Amazon Unlimited,https://www.amazon.com/gp/product/B09F5RGX27/ref=ku_mi_rw_edp_ku
121,Wherever Seeds May Fall,First Contact,03,Cawdron Peter,Read,2023-08-15,Amazon Unlimited,""
122,Anomaly,First Contact,04,Cawdron Peter,Read,2023-09-03,Amazon Unlimited,""
123,Generation of Vipers,First Contact,05,Cawdron Peter,Read,2023-08-16,Amazon Unlimited,""
124,Xenophobia,First Contact,06,Cawdron Peter,Read,2023-09-04,Amazon Unlimited,""
125,Backyard Starship,Backyard Starship,01,Chaney J.N.,Read,2021-11-16,"",https://smile.amazon.com/gp/product/B099LJNCHQ/ref=ku_mi_rw_edp_ku
126,Red Bounty,Backyard Starship,02,Chaney J.N.,Read,2021-11-18,"",""
127,Anvil Dark,Backyard Starship,03,Chaney J.N.,Read,2021-11-19,"",""
128,Legacy of Stars,Backyard Starship,04,Chaney J.N.,Won't Finish,2024-01-21,Amazon Unlimited,""
129,Renegade Star,Renegade Star,01,Chaney J.N.,Read,2019-12-08,Amazon Unlimited,https://smile.amazon.com/gp/product/B0752VRCMZ?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
130,Renegade Atlas,Renegade Star,02,Chaney J.N.,Read,2019-12-17,Amazon Unlimited,""
131,Renegade Moon,Renegade Star,03,Chaney J.N.,Read,2019-12-17,Amazon Unlimited,""
132,Renegade Lost,Renegade Star,04,Chaney J.N.,Read,2019-12-17,Amazon Unlimited,""
133,Renegade Fleet,Renegade Star,05,Chaney J.N.,Read,2019-12-21,Amazon Unlimited,""
134,Renegade Earth,Renegade Star,06,Chaney J.N.,Read,2019-12-21,Amazon Unlimited,""
135,Renegade Dawn,Renegade Star,07,Chaney J.N.,Read,2019-12-21,Amazon Unlimited,""
136,Renegade Children,Renegade Star,08,Chaney J.N.,Read,2019-12-23,Amazon Unlimited,""
137,Renegade Union,Renegade Star,09,Chaney J.N.,Read,2019-12-23,Amazon Unlimited,""
138,Renegade Empire,Renegade Star,10,Chaney J.N.,Read,2019-12-23,Amazon Unlimited,""
139,Renegade Descent,Renegade Star,11,Chaney J.N.,Read,2019-12-23,Amazon Unlimited,""
140,Renegade Rising,Renegade Star,12,Chaney J.N.,Read,2019-12-23,Amazon Unlimited,""
141,Renegade Alliance,Renegade Star,13,Chaney J.N.,Read,2019-12-23,Amazon Unlimited,""
142,Renegade Evolution,Renegade Star,14,Chaney J.N.,Read,2021-05-09,Amazon Unlimited,""
143,Renegade War,Renegade Star,15,Chaney J.N.,Read,2021-05-09,Amazon Unlimited,""
144,Renegade Peace,Renegade Star,16,Chaney J.N.,Final,2021-05-09,Amazon Unlimited,""
145,Slip Runner,Slip Runner,01,Chaney J.N.,Read,2023-03-20,Amazon Unlimited,https://www.amazon.com/gp/product/B0BH7VPXWC/ref=ku_mi_rw_edp_ku
146,Dark Peace,Slip Runner,02,Chaney J.N.,Read,2023-03-23,Amazon Unlimited,""
147,Defiant Exile,Slip Runner,03,Chaney J.N.,Read,2023-03-24,Amazon Unlimited,""
148,Bad Omens,Slip Runner,04,Chaney J.N.,Read,2023-03-28,Amazon Unlimited,""
149,Deracine Sun,Slip Runner,05,Chaney J.N.,Read,2023-04-03,Amazon Unlimited,""
150,Made in Heaven,Slip Runner,06,Chaney J.N.,Read,2024-02-04,Amazon Unlimited,""
151,Destiney of Blood,Slip Runner,07,Chaney J.N.,Read,2024-02-06,Amazon Unlimited,""
152,Destiny of Blood,Slip Runner,07,Chaney J.N.,Read,2024-02-07,Amazon Unlimited,""
153,Way of Light,Slip Runner,08,Chaney J.N.,Read,2024-02-08,Amazon Unlimited,""
154,Cosmic Horizon,Slip Runner,09,Chaney J.N.,Final,2024-02-10,Amazon Unlimited,""
155,Killing Floor,Jack Reacher,01,Child Lee,Read,2022-11-04,Library,https://www.amazon.com/kindle-dbs/redeem?_encoding=UTF8&token=sxZTQHpBtvH3dmqWK4Ry49lywhp3ZEZ-PgmL5fybL-dccAXMtDmkti5ejTTcaHVn-7GPtGuieKL5sfNW7SjsiUF_awfd5sKDrR6FXKCKgbXV8auXt78DXMr4xU_1o7e5NfQ9FI-72H0UToQgcKekK5ezZchDFapYa0U0OjbopytCjh9NLejvdR2CYQX4aP934dlTVD8RwXyXsi7wIEvqI0UocDKEraMw8AuqhBMtgWmkJmQK6dpsywLKIVVff_wy&token2=wzXz1WOZ1nCPRrxPH-3TQw&v=5&m=A38SEFUGZMJU8S&force-full-site=1&odorigin=Lightning
156,Die Trying,Jack Reacher,02,Child Lee,Read,2022-12-04,Library,""
157,Running Blind,Jack Reacher,04,Child Lee,Read,2022-11-26,Library,""
158,Echo Burning,Jack Reacher,05,Child Lee,Read,2022-11-26,Library,""
159,Without Fail,Jack Reacher,06,Child Lee,Read,2023-02-18,Library,""
160,Persuader,Jack Reacher,07,Child Lee,Read,2023-06-25,Library,""
161,The Enemy,Jack Reacher,08,Child Lee,Read,2022-12-16,Library,""
162,One Shot,Jack Reacher,09,Child Lee,Read,2022-12-10,Library,""
163,The Hard Way,Jack Reacher,10,Child Lee,Read,2023-06-28,Library,""
164,Gome Tomorrow,Jack Reacher,13,Child Lee,Read,2024-02-14,Library,""
165,The Affair,Jack Reacher,16,Child Lee,Read,2024-07-07,Library,""
166,Here and Now and Then,"","",Chin Mike,Read,2022-12-24,Library,https://www.amazon.com/gp/product/B07B4Z433Y/ref=ku_mi_rw_edp_ku
167,Futures Stories,"",00,Christian David,Won't Finish,2023-01-06,Library,""
168,The Arthurian Relic,Harry Fox,01,Clawson Andrew,Read,2022-09-24,Amazon Unlimited,https://www.amazon.com/gp/product/B08TW6JQ4G/ref=ku_mi_rw_edp_ku
169,The Emerald Tablet,Harry Fox,02,Clawson Andrew,Read,2022-09-27,Amazon Unlimited,""
170,The Celtic Quest,Harry Fox,03,Clawson Andrew,Read,2022-09-29,Amazon Unlimited,""
171,The Fold,"","",Cline Peter,Read,2024-05-04,Library,https://www.amazon.com/kindle-dbs/redeem?_encoding=UTF8&token=pDyrwAx6LB59USTBw1Khb6SmNgdVuSM1Bj_keJzHBJV6mT0znEvuNcgSPzRIkXED_DVQDSHeeM5rTqchzG2mMi8vNc9QLK6kuYDGaM-cD6YOCE001taE9NKdtUdRCjqIo5Nrym0usWBV3JMyiTZi0rJSv_okPgX3MxzXBbVWYRKasRfTemZ_DBCsm9UIfsVz39t4JhIE-iAZBUONOHMChNpZDpKOa2_9h8OqBRCPRZgSi7obhCPTvFdwlJHyoUNO&token2=CrEm0eu46U-2AGg2t5Uhrg&v=5&m=A38SEFUGZMJU8S&force-full-site=1&odorigin=Lightning
172,The Black Echo,Bosch Series,01,Connelly Michael,Read,2022-11-12,Library,https://www.amazon.com/gp/product/B000SEVYSA/ref=kinw_myk_ro_title
173,The Black Ice,Bosch Series,02,Connelly Michael,Read,2022-11-29,Library,""
174,Time Trap,The Rewind Conspiracy,01,Cooper Jill,Read,2021-01-19,Amazon Unlimited,https://www.amazon.com/gp/product/B00DB7RV60?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
175,Time Loop,The Rewind Conspiracy,02,Cooper Jill,Read,2021-01-19,Amazon Unlimited,""
176,Time Scape,The Rewind Conspiracy,03,Cooper Jill,Read,2021-01-21,Amazon Unlimited,""
177,Time Break,The Rewind Conspiracy,04,Cooper Jill,Read,2021-01-22,Amazon Unlimited,""
178,Time Thief,The Rewind Conspiracy,05,Cooper Jill,Read,2021-03-15,Amazon Unlimited,""
179,Time Warp,The Rewind Conspiracy,06,Cooper Jill,Final,2021-03-15,Amazon Unlimited,""
180,Revelation,Ascendancy,01,Cornell D. Ward ,Read,2023-09-26,Amazon Unlimited,https://www.amazon.com/gp/product/B07TB1DBC3/ref=ku_mi_rw_edp_ku
181,The Institute,Ascendancy,02,Cornell D. Ward ,Read,2023-10-04,Amazon Unlimited,""
182,Emergence,Ascendancy,03,Cornell D. Ward ,Won't Finish,2024-03-04,Amazon Unlimited,""
183,At Risk,Win Garano,01,Cornwell Patricia,Read,2022-10-28,Library,https://www.amazon.com/At-Risk-Win-Garano-Book-ebook/dp/B000PC0SHS/ref=sr_1_1?crid=3G6NNSULHAWDM&keywords=Patricia+Cornwell+Garano&qid=1667050445&qu=eyJxc2MiOiIwLjAwIiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%3D%3D&s=digital-text&sprefix=patricia+cornwell+garano%2Cdigital-text%2C79&sr=1-1
184,Going There,"",00,Couric Katie,Read,2022-02-26,Library,""
185,Code 6,"","",Crippando James,Read,2023-07-23,Library,https://www.amazon.com/Code-6-Novel-James-Grippando-ebook/dp/B09X76214Q/ref=sr_1_1?crid=3LZ306LBYNCPD&keywords=code+6&qid=1690158705&s=digital-text&sprefix=code+6%2Cdigital-text%2C79&sr=1-1
186,Dark Matter,"",00,Crouch Blake,Read,2015-06-08,Library,""
187,Recursion,"",00,Crouch Blake,Read,2015-06-11,Library,""
188,Desert Places,"",00,Crouch Blake,Won't Finish,2015-06-05,Amazon Unlimited,""
189,Pines,The Wayward Pines Trilogy,01,Crouch Blake,Read,2015-05-25,Amazon Unlimited,""
190,Wayward,The Wayward Pines Trilogy,02,Crouch Blake,Read,2015-06-05,Amazon Unlimited,""
191,The Last Town,The Wayward Pines Trilogy,03,Crouch Blake,Read,2015-06-05,Amazon Unlimited,""
192,Into the Black,Odyssey One,01,Currie Evan,Read,2015-06-05,Amazon Unlimited,https://smile.amazon.com/gp/product/B005ML0EZS?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
193,The Heart of Matter,Odyssey One,02,Currie Evan,Read,2015-06-08,Amazon Unlimited,""
194,Homeworld,Odyssey One,03,Currie Evan,Read,2015-06-11,Amazon Unlimited,""
195,Out of the Black,Odyssey One,04,Currie Evan,Read,2015-06-12,Amazon Unlimited,""
196,Warrior King,Odyssey One,05,Currie Evan,Read,2021-06-30,Amazon Unlimited,""
197,Odysseus Awakening,Odyssey One,06,Currie Evan,Read,2021-06-30,Amazon Unlimited,""
198,Odysseus Ascendant,Odyssey One,07,Currie Evan,Checked 2021-12-21,2021-06-30,Amazon Unlimited,""
199,On Silver Wings,On Silver Wings,01,Currie Evan,Read,2021-08-07,Amazon Unlimited,https://smile.amazon.com/gp/product/B005QOX3ZY/ref=ku_mi_rw_edp_ku
200,Valkyrie Rising,On Silver Wings,02,Currie Evan,Read,2021-08-07,Amazon Unlimited,""
201,Valkyrie Burning,On Silver Wings,03,Currie Evan,Read,2021-08-07,Amazon Unlimited,""
202,The Valhalla Call,On Silver Wings,04,Currie Evan,Read,2021-08-08,Amazon Unlimited,""
203,By Other Means,On Silver Wings,05,Currie Evan,Read,2021-08-08,Amazon Unlimited,""
204,De Oppresso Liber,On Silver Wings,06,Currie Evan,Read,2021-08-08,Amazon Unlimited,""
205,Open Arms,On Silver Wings,07,Currie Evan,Read,2021-08-08,Amazon Unlimited,""
206,Border Wars,On Silver Wings,08,Currie Evan,Read,2021-08-08,Amazon Unlimited,""
207,Among Enemies,On Silver Wings,09,Currie Evan,Checked 2021-12-21,2021-08-08,Amazon Unlimited,""
208,A Pause in Space-Time,The Stasis Stories,01,Dahners Laurence,Read,2021-10-24, Amazon Unlimited,https://smile.amazon.com/gp/product/B082PC132B/ref=ku_mi_rw_edp_ku
209,The Thunder of Engines,The Stasis Stories,02,Dahners Laurence,Read,2021-10-24, Amazon Unlimited,""
